reaction,origin,rule
R02054,map_rn2ko_viaKO_2plus,frozenset({'K16817'})
R02054,map_rn2ko_viaKO_2plus,frozenset({'K22389'})
R02073,map_rn2ko_viaKO_2plus,frozenset({'K21071'})
R02073,map_rn2ko_viaKO_2plus,frozenset({'K00895'})
R02078,map_rn2ko_viaKO_2plus,frozenset({'K00505'})
R02078,map_rn2ko_viaKO_2plus,frozenset({'K00422'})
R02087,map_rn2ko_viaKO_2plus,frozenset({'K01788'})
R02087,map_rn2ko_viaKO_2plus,frozenset({'K13967'})
R02088,map_rn2ko_viaKO_2plus,frozenset({'K03787'})
R02088,map_rn2ko_viaKO_2plus,frozenset({'K01081'})
R02088,map_rn2ko_viaKO_2plus,frozenset({'K08693'})
R02088,map_rn2ko_viaKO_2plus,frozenset({'K20881'})
R02088,map_rn2ko_viaKO_2plus,frozenset({'K11751'})
R02088,map_rn2ko_viaKO_2plus,frozenset({'K08722'})
R02088,map_rn2ko_viaKO_2plus,frozenset({'K19970'})
R02088,map_rn2ko_viaKO_2plus,frozenset({'K08723'})
R02088,map_rn2ko_viaKO_2plus,frozenset({'K24242'})
R02089,map_rn2ko_viaKO_2plus,frozenset({'K15519'})
R02089,map_rn2ko_viaKO_2plus,frozenset({'K10353'})
R02092,map_rn2ko_viaKO_2plus,frozenset({'K01510'})
R02092,map_rn2ko_viaKO_2plus,frozenset({'K14641'})
R02092,map_rn2ko_viaKO_2plus,frozenset({'K14642'})
R02095,map_rn2ko_viaKO_2plus,frozenset({'K01510'})
R02095,map_rn2ko_viaKO_2plus,frozenset({'K14641'})
R02095,map_rn2ko_viaKO_2plus,frozenset({'K14642'})
R02102,map_rn2ko_viaKO_2plus,frozenset({'K03787'})
R02102,map_rn2ko_viaKO_2plus,frozenset({'K01081'})
R02102,map_rn2ko_viaKO_2plus,frozenset({'K08693'})
R02102,map_rn2ko_viaKO_2plus,frozenset({'K20881'})
R02102,map_rn2ko_viaKO_2plus,frozenset({'K11751'})
R02102,map_rn2ko_viaKO_2plus,frozenset({'K08722'})
R02102,map_rn2ko_viaKO_2plus,frozenset({'K19970'})
R02102,map_rn2ko_viaKO_2plus,frozenset({'K08723'})
R02102,map_rn2ko_viaKO_2plus,frozenset({'K24242'})
R02108,map_rn2ko_viaKO_2plus,frozenset({'K07405'})
R02108,map_rn2ko_viaKO_2plus,frozenset({'K05343'})
R02108,map_rn2ko_viaKO_2plus,frozenset({'K01176'})
R02112,map_rn2ko_viaKO_2plus,frozenset({'K05343'})
R02112,map_rn2ko_viaKO_2plus,frozenset({'K01177'})
R02112,map_rn2ko_viaKO_2plus,frozenset({'K01176'})
R02112,map_rn2ko_viaKO_2plus,frozenset({'K07405'})
R02112,map_rn2ko_viaKO_2plus,frozenset({'K05992'})
R02112,map_rn2ko_viaKO_2plus,frozenset({'K01208'})
R02124,map_rn2ko_viaKO_2plus,frozenset({'K13951'})
R02124,map_rn2ko_viaKO_2plus,frozenset({'K00121'})
R02124,map_rn2ko_viaKO_2plus,frozenset({'K13980'})
R02124,map_rn2ko_viaKO_2plus,frozenset({'K11154'})
R02124,map_rn2ko_viaKO_2plus,frozenset({'K00001'})
R02124,map_rn2ko_viaKO_2plus,frozenset({'K13952'})
R02124,map_rn2ko_viaKO_2plus,frozenset({'K11149'})
R02124,map_rn2ko_viaKO_2plus,frozenset({'K15734'})
R02124,map_rn2ko_viaKO_2plus,frozenset({'K13953'})
R02124,map_rn2ko_viaKO_2plus,frozenset({'K13369'})
R02133,map_rn2ko_viaKO_2plus,frozenset({'K03707'})
R02133,map_rn2ko_viaKO_2plus,frozenset({'K00877'})
R02142,map_rn2ko_viaKO_2plus,frozenset({'K19836'})
R02142,map_rn2ko_viaKO_2plus,frozenset({'K00769'})
R02142,map_rn2ko_viaKO_2plus,frozenset({'K03816'})
R02142,map_rn2ko_viaKO_2plus,frozenset({'K15780'})
R02142,map_rn2ko_viaKO_2plus,frozenset({'K00760'})
R02144,map_rn2ko_viaKO_2plus,frozenset({'K19787'})
R02144,map_rn2ko_viaKO_2plus,frozenset({'K22437'})
R02147,map_rn2ko_viaKO_2plus,frozenset({'K03783'})
R02147,map_rn2ko_viaKO_2plus,frozenset({'K09913'})
R02147,map_rn2ko_viaKO_2plus,frozenset({'K03784'})
R02148,map_rn2ko_viaKO_2plus,frozenset({'K01119'})
R02148,map_rn2ko_viaKO_2plus,frozenset({'K08693'})
R02167,map_rn2ko_viaKO_2plus,frozenset({'K19270'})
R02167,map_rn2ko_viaKO_2plus,frozenset({'K24204'})
R02170,map_rn2ko_viaKO_2plus,frozenset({'K24041'})
R02170,map_rn2ko_viaKO_2plus,frozenset({'K01434'})
R02173,map_rn2ko_viaKO_2plus,frozenset({'K11182'})
R02173,map_rn2ko_viaKO_2plus,frozenset({'K00274'})
R02180,map_rn2ko_viaKO_2plus,frozenset({'K01017'})
R02180,map_rn2ko_viaKO_2plus,frozenset({'K04742'})
R02180,map_rn2ko_viaKO_2plus,frozenset({'K07779'})
R02181,map_rn2ko_viaKO_2plus,frozenset({'K01020'})
R02181,map_rn2ko_viaKO_2plus,frozenset({'K04743'})
R02203,map_rn2ko_viaKO_2plus,frozenset({'K19743'})
R02203,map_rn2ko_viaKO_2plus,frozenset({'K13609'})
R02207,map_rn2ko_viaKO_2plus,frozenset({'K00212'})
R02207,map_rn2ko_viaKO_2plus,frozenset({'K05295'})
R02208,map_rn2ko_viaKO_2plus,frozenset({'K12345'})
R02208,map_rn2ko_viaKO_2plus,frozenset({'K12343'})
R02208,map_rn2ko_viaKO_2plus,frozenset({'K12344'})
R02209,map_rn2ko_viaKO_2plus,frozenset({'K00212'})
R02209,map_rn2ko_viaKO_2plus,frozenset({'K05295'})
R02218,map_rn2ko_viaKO_2plus,frozenset({'K07433'})
R02218,map_rn2ko_viaKO_2plus,frozenset({'K00497'})
R02225,map_rn2ko_viaKO_2plus,frozenset({'K12570'})
R02225,map_rn2ko_viaKO_2plus,frozenset({'K04343'})
R02229,map_rn2ko_viaKO_2plus,frozenset({'K19960'})
R02229,map_rn2ko_viaKO_2plus,frozenset({'K17754'})
R02235,map_rn2ko_viaKO_2plus,frozenset({'K00287'})
R02235,map_rn2ko_viaKO_2plus,frozenset({'K19644'})
R02235,map_rn2ko_viaKO_2plus,frozenset({'K13998'})
R02235,map_rn2ko_viaKO_2plus,frozenset({'K19643'})
R02235,map_rn2ko_viaKO_2plus,frozenset({'K18590'})
R02235,map_rn2ko_viaKO_2plus,frozenset({'K18589'})
R02235,map_rn2ko_viaKO_2plus,frozenset({'K18591'})
R02236,map_rn2ko_viaKO_2plus,frozenset({'K18590'})
R02236,map_rn2ko_viaKO_2plus,frozenset({'K19644'})
R02236,map_rn2ko_viaKO_2plus,frozenset({'K13998'})
R02236,map_rn2ko_viaKO_2plus,frozenset({'K19643'})
R02236,map_rn2ko_viaKO_2plus,frozenset({'K00287'})
R02236,map_rn2ko_viaKO_2plus,frozenset({'K18589'})
R02236,map_rn2ko_viaKO_2plus,frozenset({'K18591'})
R02240,map_rn2ko_viaKO_2plus,frozenset({'K07029'})
R02240,map_rn2ko_viaKO_2plus,frozenset({'K00901'})
R02244,map_rn2ko_viaKO_2plus,frozenset({'K22002'})
R02244,map_rn2ko_viaKO_2plus,frozenset({'K22003'})
R02260,map_rn2ko_viaKO_2plus,frozenset({'K23257'})
R02260,map_rn2ko_viaKO_2plus,frozenset({'K17741'})
R02261,map_rn2ko_viaKO_2plus,frozenset({'K18339'})
R02261,map_rn2ko_viaKO_2plus,frozenset({'K12660'})
R02265,map_rn2ko_viaKO_2plus,frozenset({'K15730'})
R02265,map_rn2ko_viaKO_2plus,frozenset({'K05309'})
R02265,map_rn2ko_viaKO_2plus,frozenset({'K15729'})
R02266,map_rn2ko_viaKO_2plus,frozenset({'K01830'})
R02266,map_rn2ko_viaKO_2plus,frozenset({'K04097'})
R02274,map_rn2ko_viaKO_2plus,frozenset({'K07250'})
R02274,map_rn2ko_viaKO_2plus,frozenset({'K14268'})
R02294,map_rn2ko_viaKO_2plus,frozenset({'K03783'})
R02294,map_rn2ko_viaKO_2plus,frozenset({'K03784'})
R02295,map_rn2ko_viaKO_2plus,frozenset({'K03783'})
R02295,map_rn2ko_viaKO_2plus,frozenset({'K03784'})
R02296,map_rn2ko_viaKO_2plus,frozenset({'K09913'})
R02296,map_rn2ko_viaKO_2plus,frozenset({'K00756'})
R02297,map_rn2ko_viaKO_2plus,frozenset({'K03783'})
R02297,map_rn2ko_viaKO_2plus,frozenset({'K03815'})
R02297,map_rn2ko_viaKO_2plus,frozenset({'K09913'})
R02297,map_rn2ko_viaKO_2plus,frozenset({'K03784'})
R02301,map_rn2ko_viaKO_2plus,frozenset({'K00603'})
R02301,map_rn2ko_viaKO_2plus,frozenset({'K01934'})
R02302,map_rn2ko_viaKO_2plus,frozenset({'K13990'})
R02302,map_rn2ko_viaKO_2plus,frozenset({'K01746'})
R02311,map_rn2ko_viaKO_2plus,frozenset({'K22065'})
R02311,map_rn2ko_viaKO_2plus,frozenset({'K14183'})
R02320,map_rn2ko_viaKO_2plus,frozenset({'K12406'})
R02320,map_rn2ko_viaKO_2plus,frozenset({'K00873'})
R02322,map_rn2ko_viaKO_2plus,frozenset({'K03743'})
R02322,map_rn2ko_viaKO_2plus,frozenset({'K03742'})
R02323,map_rn2ko_viaKO_2plus,frozenset({'K03787'})
R02323,map_rn2ko_viaKO_2plus,frozenset({'K18551'})
R02323,map_rn2ko_viaKO_2plus,frozenset({'K01081'})
R02323,map_rn2ko_viaKO_2plus,frozenset({'K18550'})
R02323,map_rn2ko_viaKO_2plus,frozenset({'K20881'})
R02323,map_rn2ko_viaKO_2plus,frozenset({'K11751'})
R02323,map_rn2ko_viaKO_2plus,frozenset({'K19970'})
R02323,map_rn2ko_viaKO_2plus,frozenset({'K08723'})
R02324,map_rn2ko_viaKO_2plus,frozenset({'K06211'})
R02324,map_rn2ko_viaKO_2plus,frozenset({'K10524'})
R02334,map_rn2ko_viaKO_2plus,frozenset({'K13381'})
R02334,map_rn2ko_viaKO_2plus,frozenset({'K20547'})
R02334,map_rn2ko_viaKO_2plus,frozenset({'K01183'})
R02340,map_rn2ko_viaKO_2plus,frozenset({'K13222'})
R02340,map_rn2ko_viaKO_2plus,"frozenset({'K06001', 'K01695'})"
R02340,map_rn2ko_viaKO_2plus,"frozenset({'K01696', 'K01695'})"
R02352,map_rn2ko_viaKO_2plus,frozenset({'K13373'})
R02352,map_rn2ko_viaKO_2plus,frozenset({'K00044'})
R02352,map_rn2ko_viaKO_2plus,frozenset({'K10251'})
R02352,map_rn2ko_viaKO_2plus,frozenset({'K13370'})
R02352,map_rn2ko_viaKO_2plus,frozenset({'K13368'})
R02352,map_rn2ko_viaKO_2plus,frozenset({'K05296'})
R02352,map_rn2ko_viaKO_2plus,frozenset({'K13369'})
R02353,map_rn2ko_viaKO_2plus,frozenset({'K10251'})
R02353,map_rn2ko_viaKO_2plus,frozenset({'K13373'})
R02353,map_rn2ko_viaKO_2plus,frozenset({'K00044'})
R02353,map_rn2ko_viaKO_2plus,frozenset({'K13370'})
R02353,map_rn2ko_viaKO_2plus,frozenset({'K13368'})
R02353,map_rn2ko_viaKO_2plus,frozenset({'K05296'})
R02353,map_rn2ko_viaKO_2plus,frozenset({'K13369'})
R02356,map_rn2ko_viaKO_2plus,frozenset({'K07424'})
R02356,map_rn2ko_viaKO_2plus,frozenset({'K17690'})
R02356,map_rn2ko_viaKO_2plus,frozenset({'K17689'})
R02361,map_rn2ko_viaKO_2plus,frozenset({'K19551'})
R02361,map_rn2ko_viaKO_2plus,frozenset({'K01728'})
R02361,map_rn2ko_viaKO_2plus,frozenset({'K22994'})
R02361,map_rn2ko_viaKO_2plus,frozenset({'K22539'})
R02361,map_rn2ko_viaKO_2plus,frozenset({'K01731'})
R02366,map_rn2ko_viaKO_2plus,frozenset({'K11156'})
R02366,map_rn2ko_viaKO_2plus,frozenset({'K11155'})
R02367,map_rn2ko_viaKO_2plus,frozenset({'K11156'})
R02367,map_rn2ko_viaKO_2plus,frozenset({'K11155'})
R02370,map_rn2ko_viaKO_2plus,frozenset({'K01119'})
R02370,map_rn2ko_viaKO_2plus,frozenset({'K08693'})
R02376,map_rn2ko_viaKO_2plus,"frozenset({'K01699', 'K13920', 'K13919'})"
R02377,map_rn2ko_viaKO_2plus,frozenset({'K13921'})
R02377,map_rn2ko_viaKO_2plus,frozenset({'K00086'})
R02382,map_rn2ko_viaKO_2plus,frozenset({'K00276'})
R02382,map_rn2ko_viaKO_2plus,frozenset({'K0027'})
R02382,map_rn2ko_viaKO_2plus,"frozenset({'K13371', 'K13372'})"
R02391,map_rn2ko_viaKO_2plus,frozenset({'K05901'})
R02391,map_rn2ko_viaKO_2plus,frozenset({'K00214'})
R02393,map_rn2ko_viaKO_2plus,frozenset({'K05901'})
R02393,map_rn2ko_viaKO_2plus,frozenset({'K00214'})
R02404,map_rn2ko_viaKO_2plus,"frozenset({'K01902', 'K01903'})"
R02407,map_rn2ko_viaKO_2plus,frozenset({'K18289'})
R02407,map_rn2ko_viaKO_2plus,frozenset({'K18288'})
R02408,map_rn2ko_viaKO_2plus,frozenset({'K01760'})
R02408,map_rn2ko_viaKO_2plus,frozenset({'K01758'})
R02408,map_rn2ko_viaKO_2plus,frozenset({'K00816'})
R02408,map_rn2ko_viaKO_2plus,frozenset({'K17217'})
R02408,map_rn2ko_viaKO_2plus,frozenset({'K14155'})
R02408,map_rn2ko_viaKO_2plus,frozenset({'K21623'})
R02429,map_rn2ko_viaKO_2plus,frozenset({'K22396'})
R02429,map_rn2ko_viaKO_2plus,frozenset({'K22186'})
R02429,map_rn2ko_viaKO_2plus,frozenset({'K14275'})
R02433,map_rn2ko_viaKO_2plus,frozenset({'K14455'})
R02433,map_rn2ko_viaKO_2plus,frozenset({'K11358'})
R02433,map_rn2ko_viaKO_2plus,frozenset({'K00813'})
R02433,map_rn2ko_viaKO_2plus,frozenset({'K00811'})
R02433,map_rn2ko_viaKO_2plus,frozenset({'K14454'})
R02433,map_rn2ko_viaKO_2plus,frozenset({'K00812'})
R02437,map_rn2ko_viaKO_2plus,frozenset({'K01813'})
R02437,map_rn2ko_viaKO_2plus,frozenset({'K01820'})
R02439,map_rn2ko_viaKO_2plus,frozenset({'K00853'})
R02439,map_rn2ko_viaKO_2plus,frozenset({'K24707'})
R02442,map_rn2ko_viaKO_2plus,frozenset({'K05280'})
R02442,map_rn2ko_viaKO_2plus,frozenset({'K13083'})
R02450,map_rn2ko_viaKO_2plus,"frozenset({'K18359', 'K18358', 'K18355', 'K18357', 'K18356'})"
R02461,map_rn2ko_viaKO_2plus,"frozenset({'K17899', 'K17898'})"
R02466,map_rn2ko_viaKO_2plus,frozenset({'K01580'})
R02466,map_rn2ko_viaKO_2plus,frozenset({'K18966'})
R02468,map_rn2ko_viaKO_2plus,frozenset({'K14732'})
R02468,map_rn2ko_viaKO_2plus,frozenset({'K07381'})
R02470,map_rn2ko_viaKO_2plus,frozenset({'K14732'})
R02470,map_rn2ko_viaKO_2plus,frozenset({'K07382'})
R02484,map_rn2ko_viaKO_2plus,frozenset({'K03784'})
R02484,map_rn2ko_viaKO_2plus,frozenset({'K00756'})
R02484,map_rn2ko_viaKO_2plus,frozenset({'K03783'})
R02484,map_rn2ko_viaKO_2plus,frozenset({'K00757'})
R02484,map_rn2ko_viaKO_2plus,frozenset({'K00758'})
R02485,map_rn2ko_viaKO_2plus,frozenset({'K10989'})
R02485,map_rn2ko_viaKO_2plus,frozenset({'K01489'})
R02491,map_rn2ko_viaKO_2plus,frozenset({'K18290'})
R02491,map_rn2ko_viaKO_2plus,frozenset({'K18291'})
R02494,map_rn2ko_viaKO_2plus,frozenset({'K13248'})
R02494,map_rn2ko_viaKO_2plus,frozenset({'K07758'})
R02497,map_rn2ko_viaKO_2plus,frozenset({'K12345'})
R02497,map_rn2ko_viaKO_2plus,frozenset({'K12343'})
R02497,map_rn2ko_viaKO_2plus,frozenset({'K12344'})
R02526,map_rn2ko_viaKO_2plus,frozenset({'K24443'})
R02526,map_rn2ko_viaKO_2plus,frozenset({'K13874'})
R02527,map_rn2ko_viaKO_2plus,frozenset({'K00049'})
R02527,map_rn2ko_viaKO_2plus,frozenset({'K12972'})
R02529,map_rn2ko_viaKO_2plus,frozenset({'K00276'})
R02529,map_rn2ko_viaKO_2plus,frozenset({'K00274'})
R02536,map_rn2ko_viaKO_2plus,frozenset({'K00129'})
R02536,map_rn2ko_viaKO_2plus,frozenset({'K00146'})
R02541,map_rn2ko_viaKO_2plus,frozenset({'K12351'})
R02541,map_rn2ko_viaKO_2plus,frozenset({'K12354'})
R02541,map_rn2ko_viaKO_2plus,frozenset({'K12352'})
R02541,map_rn2ko_viaKO_2plus,frozenset({'K12350'})
R02541,map_rn2ko_viaKO_2plus,frozenset({'K01117'})
R02541,map_rn2ko_viaKO_2plus,frozenset({'K12353'})
R02549,map_rn2ko_viaKO_2plus,frozenset({'K12254'})
R02549,map_rn2ko_viaKO_2plus,frozenset({'K00149'})
R02549,map_rn2ko_viaKO_2plus,frozenset({'K00137'})
R02549,map_rn2ko_viaKO_2plus,frozenset({'K14085'})
R02549,map_rn2ko_viaKO_2plus,frozenset({'K00128'})
R02557,map_rn2ko_viaKO_2plus,frozenset({'K03783'})
R02557,map_rn2ko_viaKO_2plus,frozenset({'K03784'})
R02558,map_rn2ko_viaKO_2plus,frozenset({'K05349'})
R02558,map_rn2ko_viaKO_2plus,frozenset({'K05350'})
R02558,map_rn2ko_viaKO_2plus,frozenset({'K01188'})
R02558,map_rn2ko_viaKO_2plus,frozenset({'K13032'})
R02560,map_rn2ko_viaKO_2plus,frozenset({'K07811'})
R02560,map_rn2ko_viaKO_2plus,frozenset({'K07812'})
R02568,map_rn2ko_viaKO_2plus,frozenset({'K01623'})
R02568,map_rn2ko_viaKO_2plus,frozenset({'K16305'})
R02568,map_rn2ko_viaKO_2plus,frozenset({'K01622'})
R02568,map_rn2ko_viaKO_2plus,frozenset({'K01624'})
R02568,map_rn2ko_viaKO_2plus,frozenset({'K16306'})
R02568,map_rn2ko_viaKO_2plus,frozenset({'K11645'})
R02581,map_rn2ko_viaKO_2plus,frozenset({'K00079'})
R02581,map_rn2ko_viaKO_2plus,frozenset({'K00081'})
R02581,map_rn2ko_viaKO_2plus,frozenset({'K00084'})
R02596,map_rn2ko_viaKO_2plus,frozenset({'K03782'})
R02596,map_rn2ko_viaKO_2plus,frozenset({'K00430'})
R02596,map_rn2ko_viaKO_2plus,frozenset({'K11188'})
R02612,map_rn2ko_viaKO_2plus,"frozenset({'K13371', 'K13372'})"
R02613,map_rn2ko_viaKO_2plus,frozenset({'K00276'})
R02613,map_rn2ko_viaKO_2plus,frozenset({'K00274'})
R02619,map_rn2ko_viaKO_2plus,frozenset({'K14455'})
R02619,map_rn2ko_viaKO_2plus,frozenset({'K00812'})
R02619,map_rn2ko_viaKO_2plus,frozenset({'K00813'})
R02619,map_rn2ko_viaKO_2plus,frozenset({'K11358'})
R02619,map_rn2ko_viaKO_2plus,frozenset({'K14454'})
R02619,map_rn2ko_viaKO_2plus,frozenset({'K00811'})
R02630,map_rn2ko_viaKO_2plus,frozenset({'K02794'})
R02630,map_rn2ko_viaKO_2plus,frozenset({'K02793'})
R02630,map_rn2ko_viaKO_2plus,frozenset({'K02795'})
R02630,map_rn2ko_viaKO_2plus,frozenset({'K02796'})
R02661,map_rn2ko_viaKO_2plus,frozenset({'K11538'})
R02661,map_rn2ko_viaKO_2plus,frozenset({'K00249'})
R02661,map_rn2ko_viaKO_2plus,frozenset({'K11410'})
R02661,map_rn2ko_viaKO_2plus,frozenset({'K09478'})
R02661,map_rn2ko_viaKO_2plus,frozenset({'K00248'})
R02670,map_rn2ko_viaKO_2plus,frozenset({'K03781'})
R02670,map_rn2ko_viaKO_2plus,frozenset({'K03782'})
R02675,map_rn2ko_viaKO_2plus,"frozenset({'K20200', 'K05797'})"
R02678,map_rn2ko_viaKO_2plus,frozenset({'K14085'})
R02678,map_rn2ko_viaKO_2plus,frozenset({'K00149'})
R02678,map_rn2ko_viaKO_2plus,frozenset({'K00128'})
R02681,map_rn2ko_viaKO_2plus,frozenset({'K11817'})
R02681,map_rn2ko_viaKO_2plus,frozenset({'K22417'})
R02689,map_rn2ko_viaKO_2plus,frozenset({'K19004'})
R02689,map_rn2ko_viaKO_2plus,frozenset({'K19003'})
R02689,map_rn2ko_viaKO_2plus,frozenset({'K03429'})
R02698,map_rn2ko_viaKO_2plus,frozenset({'K16902'})
R02698,map_rn2ko_viaKO_2plus,frozenset({'K23492'})
R02698,map_rn2ko_viaKO_2plus,frozenset({'K00484'})
R02698,map_rn2ko_viaKO_2plus,frozenset({'K16901'})
R02698,map_rn2ko_viaKO_2plus,frozenset({'K23470'})
R02698,map_rn2ko_viaKO_2plus,frozenset({'K00483'})
R02704,map_rn2ko_viaKO_2plus,frozenset({'K02798'})
R02704,map_rn2ko_viaKO_2plus,frozenset({'K02800'})
R02705,map_rn2ko_viaKO_2plus,frozenset({'K12409'})
R02705,map_rn2ko_viaKO_2plus,frozenset({'K00885'})
R02705,map_rn2ko_viaKO_2plus,frozenset({'K13967'})
R02718,map_rn2ko_viaKO_2plus,"frozenset({'K03367', 'K14188'})"
R02719,map_rn2ko_viaKO_2plus,frozenset({'K03787'})
R02719,map_rn2ko_viaKO_2plus,frozenset({'K01081'})
R02719,map_rn2ko_viaKO_2plus,frozenset({'K08693'})
R02719,map_rn2ko_viaKO_2plus,frozenset({'K20881'})
R02719,map_rn2ko_viaKO_2plus,frozenset({'K11751'})
R02719,map_rn2ko_viaKO_2plus,frozenset({'K19970'})
R02719,map_rn2ko_viaKO_2plus,frozenset({'K08723'})
R02719,map_rn2ko_viaKO_2plus,frozenset({'K24242'})
R02720,map_rn2ko_viaKO_2plus,frozenset({'K02428'})
R02720,map_rn2ko_viaKO_2plus,frozenset({'K01519'})
R02725,map_rn2ko_viaKO_2plus,frozenset({'K07433'})
R02725,map_rn2ko_viaKO_2plus,frozenset({'K00497'})
R02731,map_rn2ko_viaKO_2plus,frozenset({'K14634'})
R02731,map_rn2ko_viaKO_2plus,frozenset({'K01103'})
R02737,map_rn2ko_viaKO_2plus,frozenset({'K00697'})
R02737,map_rn2ko_viaKO_2plus,frozenset({'K16055'})
R02738,map_rn2ko_viaKO_2plus,frozenset({'K20118'})
R02738,map_rn2ko_viaKO_2plus,frozenset({'K02777'})
R02738,map_rn2ko_viaKO_2plus,frozenset({'K02779'})
R02738,map_rn2ko_viaKO_2plus,frozenset({'K02791'})
R02738,map_rn2ko_viaKO_2plus,frozenset({'K02778'})
R02743,map_rn2ko_viaKO_2plus,frozenset({'K00682'})
R02743,map_rn2ko_viaKO_2plus,frozenset({'K22596'})
R02746,map_rn2ko_viaKO_2plus,frozenset({'K06129'})
R02746,map_rn2ko_viaKO_2plus,frozenset({'K14676'})
R02746,map_rn2ko_viaKO_2plus,frozenset({'K14621'})
R02746,map_rn2ko_viaKO_2plus,frozenset({'K06128'})
R02747,map_rn2ko_viaKO_2plus,frozenset({'K06130'})
R02747,map_rn2ko_viaKO_2plus,frozenset({'K14621'})
R02747,map_rn2ko_viaKO_2plus,frozenset({'K14676'})
R02748,map_rn2ko_viaKO_2plus,frozenset({'K03783'})
R02748,map_rn2ko_viaKO_2plus,frozenset({'K03784'})
R02749,map_rn2ko_viaKO_2plus,frozenset({'K15779'})
R02749,map_rn2ko_viaKO_2plus,frozenset({'K22199'})
R02749,map_rn2ko_viaKO_2plus,frozenset({'K01839'})
R02767,map_rn2ko_viaKO_2plus,frozenset({'K00059'})
R02767,map_rn2ko_viaKO_2plus,frozenset({'K11539'})
R02768,map_rn2ko_viaKO_2plus,frozenset({'K09458'})
R02768,map_rn2ko_viaKO_2plus,frozenset({'K00647'})
R02778,map_rn2ko_viaKO_2plus,frozenset({'K01087'})
R02778,map_rn2ko_viaKO_2plus,frozenset({'K16055'})
R02780,map_rn2ko_viaKO_2plus,frozenset({'K02777'})
R02780,map_rn2ko_viaKO_2plus,frozenset({'K02819'})
R02788,map_rn2ko_viaKO_2plus,frozenset({'K15792'})
R02788,map_rn2ko_viaKO_2plus,frozenset({'K01928'})
R02811,map_rn2ko_viaKO_2plus,frozenset({'K13033'})
R02811,map_rn2ko_viaKO_2plus,frozenset({'K08249'})
R02811,map_rn2ko_viaKO_2plus,frozenset({'K08248'})
R02811,map_rn2ko_viaKO_2plus,frozenset({'K14577'})
R02825,map_rn2ko_viaKO_2plus,frozenset({'K10793'})
R02825,map_rn2ko_viaKO_2plus,frozenset({'K10794'})
R02825,map_rn2ko_viaKO_2plus,frozenset({'K21672'})
R02852,map_rn2ko_viaKO_2plus,"frozenset({'K01844', 'K18011'})"
R02855,map_rn2ko_viaKO_2plus,frozenset({'K00004'})
R02855,map_rn2ko_viaKO_2plus,frozenset({'K03366'})
R02886,map_rn2ko_viaKO_2plus,frozenset({'K19668'})
R02886,map_rn2ko_viaKO_2plus,frozenset({'K01225'})
R02887,map_rn2ko_viaKO_2plus,frozenset({'K05349'})
R02887,map_rn2ko_viaKO_2plus,frozenset({'K05350'})
R02887,map_rn2ko_viaKO_2plus,frozenset({'K01188'})
R02922,map_rn2ko_viaKO_2plus,frozenset({'K03365'})
R02922,map_rn2ko_viaKO_2plus,frozenset({'K01485'})
R02926,map_rn2ko_viaKO_2plus,frozenset({'K07406'})
R02926,map_rn2ko_viaKO_2plus,frozenset({'K01189'})
R02926,map_rn2ko_viaKO_2plus,frozenset({'K07407'})
R02940,map_rn2ko_viaKO_2plus,frozenset({'K00149'})
R02940,map_rn2ko_viaKO_2plus,frozenset({'K14085'})
R02940,map_rn2ko_viaKO_2plus,frozenset({'K00128'})
R02946,map_rn2ko_viaKO_2plus,frozenset({'K00004'})
R02946,map_rn2ko_viaKO_2plus,frozenset({'K03366'})
R02952,map_rn2ko_viaKO_2plus,frozenset({'K03186'})
R02952,map_rn2ko_viaKO_2plus,frozenset({'K20039'})
R02957,map_rn2ko_viaKO_2plus,frozenset({'K14085'})
R02957,map_rn2ko_viaKO_2plus,frozenset({'K00149'})
R02957,map_rn2ko_viaKO_2plus,frozenset({'K00128'})
R02963,map_rn2ko_viaKO_2plus,"frozenset({'K20627', 'K20626'})"
R02964,map_rn2ko_viaKO_2plus,frozenset({'K19267'})
R02964,map_rn2ko_viaKO_2plus,frozenset({'K00355'})
R02964,map_rn2ko_viaKO_2plus,frozenset({'K03809'})
R02971,map_rn2ko_viaKO_2plus,frozenset({'K09680'})
R02971,map_rn2ko_viaKO_2plus,frozenset({'K00867'})
R02971,map_rn2ko_viaKO_2plus,frozenset({'K01947'})
R02971,map_rn2ko_viaKO_2plus,frozenset({'K03525'})
R02975,map_rn2ko_viaKO_2plus,frozenset({'K00079'})
R02975,map_rn2ko_viaKO_2plus,frozenset({'K00072'})
R02985,map_rn2ko_viaKO_2plus,frozenset({'K05349'})
R02985,map_rn2ko_viaKO_2plus,frozenset({'K05350'})
R02985,map_rn2ko_viaKO_2plus,frozenset({'K13031'})
R02985,map_rn2ko_viaKO_2plus,frozenset({'K01188'})
R02987,map_rn2ko_viaKO_2plus,"frozenset({'K16877', 'K16879', 'K16878'})"
R02990,map_rn2ko_viaKO_2plus,"frozenset({'K01031', 'K01032'})"
R03004,map_rn2ko_viaKO_2plus,frozenset({'K01513'})
R03004,map_rn2ko_viaKO_2plus,frozenset({'K04765'})
R03004,map_rn2ko_viaKO_2plus,frozenset({'K03426'})
R03023,map_rn2ko_viaKO_2plus,"frozenset({'K21727', 'K21726'})"
R03025,map_rn2ko_viaKO_2plus,"frozenset({'K00440', 'K00441', 'K00443', 'K00442'})"
