rn,url,ec,ko_list,num_ecs,num_kos,rule,notes
R11094,https://www.genome.jp/entry/R11094,3.5.4.41,,1,0,,
R11095,https://www.genome.jp/entry/R11095,3.9.1.2,K20201,1,1,,
R11124,https://www.genome.jp/entry/R11124,2.3.1.236,K21381,1,1,,
R11127,https://www.genome.jp/entry/R11127,2.4.1.332,K21355,1,1,,
R11128,https://www.genome.jp/entry/R11128,2.4.1.333,K21298,1,1,,
R11140,https://www.genome.jp/entry/R11140,2.4.1.334,,1,0,,
R11144,https://www.genome.jp/entry/R11144,1.1.1.391,K22606,1,1,,
R11145,https://www.genome.jp/entry/R11145,1.1.1.392,K22605,1,1,,
R11146,https://www.genome.jp/entry/R11146,1.1.1.393,K22607,1,1,,
R11147,https://www.genome.jp/entry/R11147,1.1.1.394,K21271,1,1,,
R11151,https://www.genome.jp/entry/R11151,1.14.13.211,K21267,1,1,,
R11152,https://www.genome.jp/entry/R11152,1.14.13.211,K21267,1,1,,
R11154,https://www.genome.jp/entry/R11154,2.5.1.128,K07057,1,1,,
R11155,https://www.genome.jp/entry/R11155,1.14.13.215,,1,0,,
R11156,https://www.genome.jp/entry/R11156,1.14.13.216,,1,0,,
R11157,https://www.genome.jp/entry/R11157,1.14.13.216,,1,0,,
R11159,https://www.genome.jp/entry/R11159,2.5.1.128,K07057,1,1,,
R11160,https://www.genome.jp/entry/R11160,2.5.1.128,K07057,1,1,,
R11161,https://www.genome.jp/entry/R11161,1.14.14.21,K22219,1,1,,
R11162,https://www.genome.jp/entry/R11162,1.14.14.21,K22219,1,1,,
R11163,https://www.genome.jp/entry/R11163,1.14.14.21,K22219,1,1,,
R11164,https://www.genome.jp/entry/R11164,1.14.14.22,K22220,1,1,,
R11181,https://www.genome.jp/entry/R11181,3.5.2.20,K01475,1,1,,
R11182,https://www.genome.jp/entry/R11182,2.3.1.245,K08321,1,1,,
R11189,https://www.genome.jp/entry/R11189,3.3.2.14,K20837,1,1,,
R11190,https://www.genome.jp/entry/R11190,3.4.14.13,K20742,1,1,,
R11191,https://www.genome.jp/entry/R11191,2.1.1.316,K21427,1,1,,
R11192,https://www.genome.jp/entry/R11192,2.1.1.316,K21427,1,1,,
R11193,https://www.genome.jp/entry/R11193,2.1.1.317,K20238,1,1,,
R11199,https://www.genome.jp/entry/R11199,2.3.1.248,K20239,1,1,,
R11200,https://www.genome.jp/entry/R11200,2.3.1.249,K20240,1,1,,
R11203,https://www.genome.jp/entry/R11203,2.7.7.88,K21316,1,1,,
R11206,https://www.genome.jp/entry/R11206,2.8.3.23,,1,0,,
R11208,https://www.genome.jp/entry/R11208,3.5.1.119,K20814,1,1,,
R11209,https://www.genome.jp/entry/R11209,3.5.1.119,K20814,1,1,,
R11212,https://www.genome.jp/entry/R11212,1.14.14.132,K21206,1,1,,
R11213,https://www.genome.jp/entry/R11213,4.1.2.58,,1,0,,
R11214,https://www.genome.jp/entry/R11214,4.2.1.162,,1,0,,
R11215,https://www.genome.jp/entry/R11215,4.2.99.23,K20507,1,1,,
R11224,https://www.genome.jp/entry/R11224,2.4.1.335,K21305,1,1,,
R11227,https://www.genome.jp/entry/R11227,1.14.15.17,K13071,1,1,,
R11231,https://www.genome.jp/entry/R11231,1.2.1.31,K14085,1,1,,
R11232,https://www.genome.jp/entry/R11232,1.2.1.31,K14085,1,1,,
R11242,https://www.genome.jp/entry/R11242,3.1.1.99,,1,0,,
R11258,https://www.genome.jp/entry/R11258,3.9.1.3,K01112,1,1,,
R11259,https://www.genome.jp/entry/R11259,3.9.1.3,K01112,1,1,,
R11326,https://www.genome.jp/entry/R11326,4.2.3.154,K21342,1,1,,
R11327,https://www.genome.jp/entry/R11327,4.2.3.155,,1,0,,
R11328,https://www.genome.jp/entry/R11328,4.3.1.31,,1,0,,
R11330,https://www.genome.jp/entry/R11330,5.1.3.38,K21909,1,1,,
R11333,https://www.genome.jp/entry/R11333,5.3.1.34,K21911,1,1,,
R11336,https://www.genome.jp/entry/R11336,1.1.1.397,K20939,1,1,,
R11337,https://www.genome.jp/entry/R11337,1.1.1.399,K00058,1,1,,
R11338,https://www.genome.jp/entry/R11338,1.1.1.400,K20927,1,1,,
R11341,https://www.genome.jp/entry/R11341,1.1.1.402,K21054,1,1,,
R11342,https://www.genome.jp/entry/R11342,1.1.1.403,K20900,1,1,,
R11343,https://www.genome.jp/entry/R11343,1.1.2.9,K20936,1,1,,
R11344,https://www.genome.jp/entry/R11344,1.1.5.11,K20937,1,1,,
R11349,https://www.genome.jp/entry/R11349,1.14.15.19,,1,0,,
R11350,https://www.genome.jp/entry/R11350,1.2.1.98,K20928,1,1,,
R11351,https://www.genome.jp/entry/R11351,1.2.3.15,K20929,1,1,,
R11352,https://www.genome.jp/entry/R11352,1.2.3.15,K20929,1,1,,
R11355,https://www.genome.jp/entry/R11355,1.14.15.29,K15981,1,1,,
R11356,https://www.genome.jp/entry/R11356,1.14.15.29,K15981,1,1,,
R11380,https://www.genome.jp/entry/R11380,1.1.3.49,K21270,1,1,,
R11384,https://www.genome.jp/entry/R11384,1.14.13.222,K21272,1,1,,
R11385,https://www.genome.jp/entry/R11385,1.14.13.222,K21272,1,1,,
R11386,https://www.genome.jp/entry/R11386,1.14.13.222,K21272,1,1,,
R11401,https://www.genome.jp/entry/R11401,1.17.8.1,K21677,1,1,,
R11403,https://www.genome.jp/entry/R11403,1.14.14.30,K21281,1,1,,
R11404,https://www.genome.jp/entry/R11404,1.14.14.30,K21281,1,1,,
R11405,https://www.genome.jp/entry/R11405,1.14.19.73,K13395,1,1,,
R11406,https://www.genome.jp/entry/R11406,2.7.1.214,K20433,1,1,,
R11410,https://www.genome.jp/entry/R11410,4.2.3.156,K21679,1,1,,
R11411,https://www.genome.jp/entry/R11411,4.4.1.34,K21106,1,1,,
R11424,https://www.genome.jp/entry/R11424,1.14.13.223,K21280,1,1,,
R11425,https://www.genome.jp/entry/R11425,1.14.13.225,K19947,1,1,,
R11426,https://www.genome.jp/entry/R11426,1.3.1.112,K21102,1,1,,
R11427,https://www.genome.jp/entry/R11427,1.3.1.112,K21102,1,1,,
R11446,https://www.genome.jp/entry/R11446,1.14.13.228,,1,0,,
R11447,https://www.genome.jp/entry/R11447,1.14.13.229,K21323,1,1,,
R11454,https://www.genome.jp/entry/R11454,1.14.14.33,,1,0,,
R11455,https://www.genome.jp/entry/R11455,1.14.14.33,,1,0,,
R11456,https://www.genome.jp/entry/R11456,1.14.14.33,,1,0,,
R11457,https://www.genome.jp/entry/R11457,1.14.14.35,K17228,1,1,,
R11477,https://www.genome.jp/entry/R11477,1.14.19.48,K21323,1,1,,
R11484,https://www.genome.jp/entry/R11484,1.17.98.2,K21312,1,1,,
R11486,https://www.genome.jp/entry/R11486,1.5.3.23,,1,0,,
R11488,https://www.genome.jp/entry/R11488,1.8.5.5,K08352,1,1,,
R11494,https://www.genome.jp/entry/R11494,1.21.98.3,K04034,1,1,,
R11495,https://www.genome.jp/entry/R11495,1.17.3.4,,1,0,,
R11496,https://www.genome.jp/entry/R11496,1.17.3.4,,1,0,,
R11501,https://www.genome.jp/entry/R11501,1.11.1.14,K23515,1,1,,
R11502,https://www.genome.jp/entry/R11502,1.11.1.14,K23515,1,1,,
R11503,https://www.genome.jp/entry/R11503,1.11.1.16,,1,0,,
R11504,https://www.genome.jp/entry/R11504,1.6.3.5,K18208,1,1,,
R11505,https://www.genome.jp/entry/R11505,1.6.3.5,K18208,1,1,,
R11506,https://www.genome.jp/entry/R11506,4.2.1.169,K13603,1,1,,
R11584,https://www.genome.jp/entry/R11584,2.3.1.156,,1,0,,
R11592,https://www.genome.jp/entry/R11592,1.1.98.6,K21636,1,1,,
R11594,https://www.genome.jp/entry/R11594,1.14.11.56,K21614,1,1,,
R11597,https://www.genome.jp/entry/R11597,1.14.14.41,K16265,1,1,,
R11598,https://www.genome.jp/entry/R11598,1.14.14.41,K16265,1,1,,
R11599,https://www.genome.jp/entry/R11599,2.4.1.343,K24654,1,1,,
R11600,https://www.genome.jp/entry/R11600,1.3.8.13,K08297,1,1,,
R11601,https://www.genome.jp/entry/R11601,2.4.1.344,,1,0,,
R11606,https://www.genome.jp/entry/R11606,1.8.2.5,,1,0,,
R11610,https://www.genome.jp/entry/R11610,2.5.1.137,K21605,1,1,,
R11611,https://www.genome.jp/entry/R11611,2.5.1.137,K21605,1,1,,
R11618,https://www.genome.jp/entry/R11618,1.1.3.41,K00594,1,1,,
R11637,https://www.genome.jp/entry/R11637,1.1.1.406,K21702,1,1,,
R11638,https://www.genome.jp/entry/R11638,1.1.1.407,K21616,1,1,,
R11643,https://www.genome.jp/entry/R11643,1.14.19.13,K21707,1,1,,
R11644,https://www.genome.jp/entry/R11644,1.14.19.12,K21706,1,1,,
R11645,https://www.genome.jp/entry/R11645,1.14.19.12,K21706,1,1,,
R11650,https://www.genome.jp/entry/R11650,1.14.14.43,K12156,1,1,,
R11651,https://www.genome.jp/entry/R11651,1.14.14.43,K12156,1,1,,
R11652,https://www.genome.jp/entry/R11652,1.14.14.43,K12156,1,1,,
R11653,https://www.genome.jp/entry/R11653,1.14.14.20,,1,0,,
R11654,https://www.genome.jp/entry/R11654,1.3.99.38,K21401,1,1,,
R11659,https://www.genome.jp/entry/R11659,1.8.5.7,K07393,1,1,,
R11660,https://www.genome.jp/entry/R11660,1.14.99.53,K21713,1,1,,
R11675,https://www.genome.jp/entry/R11675,1.3.1.109,,1,0,,
R11676,https://www.genome.jp/entry/R11676,1.3.1.110,,1,0,,
R11677,https://www.genome.jp/entry/R11677,1.2.1.97,,1,0,,
R11678,https://www.genome.jp/entry/R11678,1.2.1.97,,1,0,,
R11715,https://www.genome.jp/entry/R11715,2.4.99.2,,1,0,,
R11724,https://www.genome.jp/entry/R11724,1.1.1.408,K22024,1,1,,
R11726,https://www.genome.jp/entry/R11726,1.1.1.409,K22024,1,1,,
R11730,https://www.genome.jp/entry/R11730,1.14.13.235,K22027,1,1,,
R11732,https://www.genome.jp/entry/R11732,1.14.14.44,K00495,1,1,,
R11734,https://www.genome.jp/entry/R11734,1.14.14.45,K11818,1,1,,
R11735,https://www.genome.jp/entry/R11735,1.14.14.45,K11818,1,1,,
R11737,https://www.genome.jp/entry/R11737,1.14.14.45,K11818,1,1,,
R11738,https://www.genome.jp/entry/R11738,1.14.14.45,K11818,1,1,,
R11741,https://www.genome.jp/entry/R11741,1.14.99.57,K21481,1,1,,
R11742,https://www.genome.jp/entry/R11742,1.14.99.57,K21481,1,1,,
R11744,https://www.genome.jp/entry/R11744,1.7.1.16,K15057,1,1,,
R11745,https://www.genome.jp/entry/R11745,1.14.99.54,K19356,1,1,,
R11774,https://www.genome.jp/entry/R11774,1.1.1.412,K22320,1,1,,
R11776,https://www.genome.jp/entry/R11776,1.1.1.413,K22322,1,1,,
R11804,https://www.genome.jp/entry/R11804,1.14.13.237,K22324,1,1,,
R11806,https://www.genome.jp/entry/R11806,1.14.14.48,K20665,1,1,,
R11807,https://www.genome.jp/entry/R11807,1.14.14.49,K20624,1,1,,
R11808,https://www.genome.jp/entry/R11808,1.14.14.49,K20624,1,1,,
R11809,https://www.genome.jp/entry/R11809,1.14.14.49,K20624,1,1,,
R11812,https://www.genome.jp/entry/R11812,1.14.15.23,K22325,1,1,,
R11813,https://www.genome.jp/entry/R11813,1.14.19.52,K20559,1,1,,
R11814,https://www.genome.jp/entry/R11814,1.14.19.52,K20559,1,1,,
R11815,https://www.genome.jp/entry/R11815,1.14.19.52,K20559,1,1,,
R11821,https://www.genome.jp/entry/R11821,4.2.1.174,K23042,1,1,,
R11822,https://www.genome.jp/entry/R11822,4.2.3.157,K23043,1,1,,
R11823,https://www.genome.jp/entry/R11823,4.2.3.158,,1,0,,
R11824,https://www.genome.jp/entry/R11824,4.2.3.159,K25134,1,1,,
R11825,https://www.genome.jp/entry/R11825,4.2.3.160,K23021,1,1,,
R11826,https://www.genome.jp/entry/R11826,4.2.3.161,K23022,1,1,,
R11827,https://www.genome.jp/entry/R11827,4.2.3.162,,1,0,,
R11828,https://www.genome.jp/entry/R11828,4.2.3.163,K23023,1,1,,
R11830,https://www.genome.jp/entry/R11830,4.2.3.165,,1,0,,
R11831,https://www.genome.jp/entry/R11831,4.2.3.166,K23024,1,1,,
R11832,https://www.genome.jp/entry/R11832,4.2.3.167,,1,0,,
R11833,https://www.genome.jp/entry/R11833,4.2.3.168,,1,0,,
R11834,https://www.genome.jp/entry/R11834,4.2.3.169,,1,0,,
R11835,https://www.genome.jp/entry/R11835,4.2.3.170,K23030,1,1,,
R11836,https://www.genome.jp/entry/R11836,4.2.3.171,K23023,1,1,,
R11837,https://www.genome.jp/entry/R11837,4.2.3.172,,1,0,,
R11838,https://www.genome.jp/entry/R11838,4.2.3.173,,1,0,,
R11839,https://www.genome.jp/entry/R11839,4.2.3.174,K23724,1,1,,
R11840,https://www.genome.jp/entry/R11840,4.2.3.175,K23031,1,1,,
R11841,https://www.genome.jp/entry/R11841,4.2.3.176,K23032,1,1,,
R11842,https://www.genome.jp/entry/R11842,4.2.3.177,,1,0,,
R11843,https://www.genome.jp/entry/R11843,4.2.3.178,,1,0,,
R11844,https://www.genome.jp/entry/R11844,4.2.3.179,,1,0,,
R11845,https://www.genome.jp/entry/R11845,4.2.3.180,,1,0,,
R11846,https://www.genome.jp/entry/R11846,4.2.3.181,K23044,1,1,,
R11847,https://www.genome.jp/entry/R11847,4.2.3.182,K23045,1,1,,
R11849,https://www.genome.jp/entry/R11849,4.2.3.184,,1,0,,
R11850,https://www.genome.jp/entry/R11850,4.2.3.185,,1,0,,
R11852,https://www.genome.jp/entry/R11852,4.2.3.187,K23046,1,1,,
R11853,https://www.genome.jp/entry/R11853,4.2.3.188,,1,0,,
R11854,https://www.genome.jp/entry/R11854,4.2.3.188,,1,0,,
R11855,https://www.genome.jp/entry/R11855,4.2.3.188,,1,0,,
R11856,https://www.genome.jp/entry/R11856,4.2.3.189,,1,0,,
R11857,https://www.genome.jp/entry/R11857,4.2.3.190,,1,0,,
R11858,https://www.genome.jp/entry/R11858,4.2.3.191,K22542,1,1,,
R11859,https://www.genome.jp/entry/R11859,4.2.3.192,K22929,1,1,,
R11860,https://www.genome.jp/entry/R11860,4.2.3.193,K22930,1,1,,
R11862,https://www.genome.jp/entry/R11862,4.3.2.8,,1,0,,
R11866,https://www.genome.jp/entry/R11866,5.4.4.8,K22963,1,1,,
R11867,https://www.genome.jp/entry/R11867,5.4.99.65,K22964,1,1,,
R11868,https://www.genome.jp/entry/R11868,5.4.99.66,K22965,1,1,,
R11870,https://www.genome.jp/entry/R11870,5.5.1.29,K22931,1,1,,
R11871,https://www.genome.jp/entry/R11871,5.5.1.30,K03463,1,1,,
R11876,https://www.genome.jp/entry/R11876,1.8.1.20,K22347,1,1,,
R11877,https://www.genome.jp/entry/R11877,1.1.1.348,K13265,1,1,,
R11878,https://www.genome.jp/entry/R11878,1.8.3.7,K13444,1,1,,
R11879,https://www.genome.jp/entry/R11879,2.4.1.150,K00742,1,1,,
R11926,https://www.genome.jp/entry/R11926,6.2.1.52,,1,0,,
R11927,https://www.genome.jp/entry/R11927,1.3.1.113,K22462,1,1,,
R11930,https://www.genome.jp/entry/R11930,3.3.2.9,K01253,1,1,,
R11937,https://www.genome.jp/entry/R11937,2.4.1.348,K12995,1,1,,
R11938,https://www.genome.jp/entry/R11938,2.4.1.349,K12994,1,1,,
R11940,https://www.genome.jp/entry/R11940,2.5.1.142,K22423,1,1,,
R11946,https://www.genome.jp/entry/R11946,1.13.11.18,K17725,1,1,,
R11948,https://www.genome.jp/entry/R11948,1.14.11.58,K22616,1,1,,
R11953,https://www.genome.jp/entry/R11953,2.1.1.346,K11393,1,1,,
R11965,https://www.genome.jp/entry/R11965,3.1.1.103,K22580,1,1,,
R11971,https://www.genome.jp/entry/R11971,1.8.2.6,K22622,1,1,,
R11972,https://www.genome.jp/entry/R11972,2.4.1.351,K23280,1,1,,
R11975,https://www.genome.jp/entry/R11975,1.14.14.63,K22620,1,1,,
R11976,https://www.genome.jp/entry/R11976,1.14.14.64,K22621,1,1,,
R11982,https://www.genome.jp/entry/R11982,1.14.14.69,K21291,1,1,,
R11983,https://www.genome.jp/entry/R11983,1.14.14.69,K21291,1,1,,
R11984,https://www.genome.jp/entry/R11984,1.14.14.69,K21291,1,1,,
R11985,https://www.genome.jp/entry/R11985,1.14.14.69,K21291,1,1,,
R11986,https://www.genome.jp/entry/R11986,1.14.14.69,K21291,1,1,,
R11991,https://www.genome.jp/entry/R11991,1.14.20.4,K05277,1,1,,
R11992,https://www.genome.jp/entry/R11992,1.14.20.4,K05277,1,1,,
R11993,https://www.genome.jp/entry/R11993,1.14.20.4,K05277,1,1,,
R11996,https://www.genome.jp/entry/R11996,1.1.3.2,K10530,1,1,,
R11999,https://www.genome.jp/entry/R11999,1.13.11.85,K22690,1,1,,
R12003,https://www.genome.jp/entry/R12003,5.3.3.22,K11158,1,1,,
R12004,https://www.genome.jp/entry/R12004,5.5.1.31,K22971,1,1,,
R12005,https://www.genome.jp/entry/R12005,5.5.1.32,K22971,1,1,,
R12006,https://www.genome.jp/entry/R12006,5.5.1.33,K22971,1,1,,
R12007,https://www.genome.jp/entry/R12007,1.14.14.71,K25060,1,1,,
R12008,https://www.genome.jp/entry/R12008,1.14.14.71,K25060,1,1,,
R12009,https://www.genome.jp/entry/R12009,1.14.14.71,K25060,1,1,,
R12010,https://www.genome.jp/entry/R12010,1.14.14.72,K22691,1,1,,
R12012,https://www.genome.jp/entry/R12012,2.4.1.353,K22707,1,1,,
R12013,https://www.genome.jp/entry/R12013,1.14.19.55,K05918,1,1,,
R12014,https://www.genome.jp/entry/R12014,2.4.1.355,K22708,1,1,,
R12015,https://www.genome.jp/entry/R12015,1.14.19.55,K05918,1,1,,
R12016,https://www.genome.jp/entry/R12016,1.14.19.55,K05918,1,1,,
R12018,https://www.genome.jp/entry/R12018,1.14.19.55,K05918,1,1,,
R12019,https://www.genome.jp/entry/R12019,1.14.19.55,K05918,1,1,,
R12020,https://www.genome.jp/entry/R12020,1.14.19.55,K05918,1,1,,
R12021,https://www.genome.jp/entry/R12021,1.14.19.56,K22712,1,1,,
R12022,https://www.genome.jp/entry/R12022,1.14.19.56,K22712,1,1,,
R12023,https://www.genome.jp/entry/R12023,1.14.19.56,K22712,1,1,,
R12027,https://www.genome.jp/entry/R12027,1.14.19.57,K22692,1,1,,
R12028,https://www.genome.jp/entry/R12028,1.14.19.57,K22692,1,1,,
R12029,https://www.genome.jp/entry/R12029,1.14.19.57,K22692,1,1,,
R12030,https://www.genome.jp/entry/R12030,1.14.19.57,K22692,1,1,,
R12031,https://www.genome.jp/entry/R12031,1.14.19.58,K22693,1,1,,
R12032,https://www.genome.jp/entry/R12032,1.14.19.59,K22694,1,1,,
R12033,https://www.genome.jp/entry/R12033,1.14.19.59,K22694,1,1,,
R12034,https://www.genome.jp/entry/R12034,1.14.19.60,K22695,1,1,,
R12035,https://www.genome.jp/entry/R12035,1.7.1.17,K01118,1,1,,
R12036,https://www.genome.jp/entry/R12036,2.4.1.53,K22709,1,1,,
R12037,https://www.genome.jp/entry/R12037,2.4.1.70,K22710,1,1,,
R12045,https://www.genome.jp/entry/R12045,2.4.1.195,K11820,1,1,,
R12058,https://www.genome.jp/entry/R12058,1.14.14.76,K16083,1,1,,
R12070,https://www.genome.jp/entry/R12070,1.14.14.74,K07418,1,1,,
R12073,https://www.genome.jp/entry/R12073,1.14.15.27,K21199,1,1,,
R12074,https://www.genome.jp/entry/R12074,1.14.19.61,K22875,1,1,,
R12082,https://www.genome.jp/entry/R12082,1.14.20.11,K22876,1,1,,
R12083,https://www.genome.jp/entry/R12083,1.14.20.12,K22877,1,1,,
R12086,https://www.genome.jp/entry/R12086,2.3.1.270,K22617,1,1,,
R12095,https://www.genome.jp/entry/R12095,3.2.1.170,K15524,1,1,,
R12099,https://www.genome.jp/entry/R12099,2.7.7.100,K22837,1,1,,
R12100,https://www.genome.jp/entry/R12100,2.4.1.356,K22844,1,1,,
R12105,https://www.genome.jp/entry/R12105,1.3.1.114,K07007,1,1,,
R12106,https://www.genome.jp/entry/R12106,1.3.1.114,K07007,1,1,,
R12107,https://www.genome.jp/entry/R12107,1.3.1.114,K07007,1,1,,
R12108,https://www.genome.jp/entry/R12108,1.3.1.114,K07007,1,1,,
R12109,https://www.genome.jp/entry/R12109,1.3.1.115,K15870,1,1,,
R12110,https://www.genome.jp/entry/R12110,1.3.1.115,K15870,1,1,,
R12111,https://www.genome.jp/entry/R12111,1.3.1.116,K15873,1,1,,
R12112,https://www.genome.jp/entry/R12112,1.3.1.117,,1,0,,
R12113,https://www.genome.jp/entry/R12113,1.3.1.117,,1,0,,
R12115,https://www.genome.jp/entry/R12115,1.3.99.39,K09879,1,1,,
R12118,https://www.genome.jp/entry/R12118,1.14.14.154,K05917,1,1,,
R12119,https://www.genome.jp/entry/R12119,1.14.14.154,K05917,1,1,,
R12120,https://www.genome.jp/entry/R12120,1.14.14.154,K05917,1,1,,
R12121,https://www.genome.jp/entry/R12121,1.14.14.154,K05917,1,1,,
R12122,https://www.genome.jp/entry/R12122,1.14.14.145,K14040,1,1,,
R12128,https://www.genome.jp/entry/R12128,1.14.14.95,K15800,1,1,,
R12129,https://www.genome.jp/entry/R12129,1.14.14.95,K15800,1,1,,
R12130,https://www.genome.jp/entry/R12130,1.14.14.95,K15800,1,1,,
R12131,https://www.genome.jp/entry/R12131,1.14.14.150,K20561,1,1,,
R12133,https://www.genome.jp/entry/R12133,1.17.9.1,K05797,1,1,,
R12134,https://www.genome.jp/entry/R12134,1.17.9.1,K05797,1,1,,
R12144,https://www.genome.jp/entry/R12144,1.3.2.3,K00225,1,1,,
R12147,https://www.genome.jp/entry/R12147,1.13.11.86,K23019,1,1,,
R12149,https://www.genome.jp/entry/R12149,1.14.14.155,K23020,1,1,,
R12150,https://www.genome.jp/entry/R12150,4.1.99.24,K22952,1,1,,
R12151,https://www.genome.jp/entry/R12151,4.1.99.25,K22953,1,1,,
R12165,https://www.genome.jp/entry/R12165,1.14.20.14,K22996,1,1,,
R12166,https://www.genome.jp/entry/R12166,1.14.20.14,K22996,1,1,,
R12176,https://www.genome.jp/entry/R12176,1.14.20.15,,1,0,,
R12181,https://www.genome.jp/entry/R12181,1.14.14.161,K20618,1,1,,
R12208,https://www.genome.jp/entry/R12208,3.2.1.182,,1,0,,
R12209,https://www.genome.jp/entry/R12209,3.2.1.182,,1,0,,
R12220,https://www.genome.jp/entry/R12220,5.1.3.42,,1,0,,
R12221,https://www.genome.jp/entry/R12221,5.4.2.13,,1,0,,
R12222,https://www.genome.jp/entry/R12222,1.14.11.60,K23145,1,1,,
R12223,https://www.genome.jp/entry/R12223,1.14.14.164,K23136,1,1,,
R12224,https://www.genome.jp/entry/R12224,1.14.14.159,K23134,1,1,,
R12225,https://www.genome.jp/entry/R12225,1.14.14.159,K23134,1,1,,
R12226,https://www.genome.jp/entry/R12226,1.14.14.160,K23134,1,1,,
R12227,https://www.genome.jp/entry/R12227,1.14.14.160,K23134,1,1,,
R12228,https://www.genome.jp/entry/R12228,1.14.14.160,K23134,1,1,,
R12229,https://www.genome.jp/entry/R12229,1.14.14.160,K23134,1,1,,
R12230,https://www.genome.jp/entry/R12230,1.14.14.161,K20618,1,1,,
R12232,https://www.genome.jp/entry/R12232,1.14.14.165,K23137,1,1,,
R12233,https://www.genome.jp/entry/R12233,1.14.19.75,K23119,1,1,,
R12234,https://www.genome.jp/entry/R12234,1.14.19.75,K23119,1,1,,
R12235,https://www.genome.jp/entry/R12235,1.2.1.101,K00155,1,1,,
R12236,https://www.genome.jp/entry/R12236,1.3.1.118,K11611,1,1,,
R12237,https://www.genome.jp/entry/R12237,1.5.1.52,K23122,1,1,,
R12238,https://www.genome.jp/entry/R12238,2.1.1.350,K23078,1,1,,
R12239,https://www.genome.jp/entry/R12239,2.1.1.350,K23078,1,1,,
R12243,https://www.genome.jp/entry/R12243,2.4.1.359,K23079,1,1,,
R12245,https://www.genome.jp/entry/R12245,2.7.1.223,K23147,1,1,,
R12246,https://www.genome.jp/entry/R12246,2.7.1.224,K23148,1,1,,
R12247,https://www.genome.jp/entry/R12247,2.7.7.103,K01009,1,1,,
R12248,https://www.genome.jp/entry/R12248,3.1.1.104,K23149,1,1,,
R12249,https://www.genome.jp/entry/R12249,3.1.1.104,K23149,1,1,,
R12250,https://www.genome.jp/entry/R12250,3.2.1.208,K23086,1,1,,
R12251,https://www.genome.jp/entry/R12251,3.5.1.129,K23150,1,1,,
R12258,https://www.genome.jp/entry/R12258,4.2.3.196,K23171,1,1,,
R12259,https://www.genome.jp/entry/R12259,4.2.3.197,K23754,1,1,,
R12260,https://www.genome.jp/entry/R12260,4.2.3.198,K23172,1,1,,
R12261,https://www.genome.jp/entry/R12261,4.2.3.199,K23173,1,1,,
R12263,https://www.genome.jp/entry/R12263,2.1.1.351,K23153,1,1,,
R12265,https://www.genome.jp/entry/R12265,1.2.1.102,,1,0,,
R12267,https://www.genome.jp/entry/R12267,1.14.14.169,K23178,1,1,,
R12269,https://www.genome.jp/entry/R12269,4.2.3.200,K23174,1,1,,
R12270,https://www.genome.jp/entry/R12270,1.14.14.169,K23178,1,1,,
R12273,https://www.genome.jp/entry/R12273,1.14.14.170,K23177,1,1,,
R12275,https://www.genome.jp/entry/R12275,1.14.14.170,K23177,1,1,,
R12280,https://www.genome.jp/entry/R12280,2.5.1.148,K23152,1,1,,
R12281,https://www.genome.jp/entry/R12281,2.5.1.148,K23152,1,1,,
R12283,https://www.genome.jp/entry/R12283,2.5.1.149,K23155,1,1,,
R12284,https://www.genome.jp/entry/R12284,2.5.1.149,K23155,1,1,,
R12287,https://www.genome.jp/entry/R12287,2.3.1.279,K23156,1,1,,
R12288,https://www.genome.jp/entry/R12288,2.3.1.278,K23156,1,1,,
R12289,https://www.genome.jp/entry/R12289,2.3.1.277,K22463,1,1,,
R12290,https://www.genome.jp/entry/R12290,2.4.1.360,K23154,1,1,,
R12302,https://www.genome.jp/entry/R12302,1.13.11.88,K23363,1,1,,
R12307,https://www.genome.jp/entry/R12307,4.2.1.139,K25075,1,1,,
R12313,https://www.genome.jp/entry/R12313,5.1.1.24,K01780,1,1,,
R12314,https://www.genome.jp/entry/R12314,5.1.3.43,,1,0,,
R12315,https://www.genome.jp/entry/R12315,1.14.11.63,K19219,1,1,,
R12317,https://www.genome.jp/entry/R12317,1.14.15.36,K05917,1,1,,
R12318,https://www.genome.jp/entry/R12318,1.14.15.36,K05917,1,1,,
R12319,https://www.genome.jp/entry/R12319,1.14.13.245,,1,0,,
R12320,https://www.genome.jp/entry/R12320,1.14.13.245,,1,0,,
R12321,https://www.genome.jp/entry/R12321,1.14.15.36,K05917,1,1,,
R12322,https://www.genome.jp/entry/R12322,1.14.15.36,K05917,1,1,,
R12324,https://www.genome.jp/entry/R12324,1.14.15.37,K23364,1,1,,
R12325,https://www.genome.jp/entry/R12325,1.14.15.37,K23364,1,1,,
R12326,https://www.genome.jp/entry/R12326,1.14.15.37,K23364,1,1,,
R12336,https://www.genome.jp/entry/R12336,2.1.1.353,K23394,1,1,,
R12338,https://www.genome.jp/entry/R12338,2.4.1.361,K23395,1,1,,
R12339,https://www.genome.jp/entry/R12339,2.4.1.361,K23395,1,1,,
R12340,https://www.genome.jp/entry/R12340,2.4.1.361,K23395,1,1,,
R12341,https://www.genome.jp/entry/R12341,2.5.1.152,K23120,1,1,,
R12343,https://www.genome.jp/entry/R12343,2.6.1.115,K23397,1,1,,
R12345,https://www.genome.jp/entry/R12345,3.1.4.59,K22927,1,1,,
R12346,https://www.genome.jp/entry/R12346,3.1.4.60,,1,0,,
